"Location_ID","Location_Name","Location_Setting","Location_Description","Ecology_Facility_Site_ID","Is_Location_a_Well","Address","City","State","Zip_Code","County","Watershed_WRIA","Ecology_Region","US_Congressional_District","State_Legislative_District","NHD_Reach_Code","NHD_Reach_Measure","NHD_Edit_Date","Calculated_Latitude_Decimal_Degrees_NAD83HARN","Calculated_Longitude_Decimal_Degrees_NAD83HARN","Horizontal_Coordinates_Represent","Horizontal_Coordinate_Accuracy","Horizontal_Coordinate_Collection_Method","Paper_Map_Scale","Township_Number","Township_Direction","Range_Number","Range_Direction","Section_Number","Quarter_Section_Township_Range","Quarter_Quarter_Section_Township_Range","Elevation_of","Elevation","Elevation_Units","Elevation_Datum","Elevation_Accuracy","Elevation_Collecton_Method","Sediment_Elevation_Elevation_Reference","Location_Suspect_or_Rejected_Flag","Location_Suspect_Code","Location_Suspect_Description","Location_ID_Alias","Associated_Study_ID","Record_Created_On","Location_System_ID"
"BIO06600-NSKO01","SKOKOMISH RIVER, NORTH FORK","Stream or River","SKOKOMISH RIVER, NORTH FORK SITE STARTS AT BEAVER FLATS, ABOUT 1 MILE UPSTREAM OF THE BRIDGE AT THE PARKING AREA FOR STAIRCASE RAPIDS",,"N","","","WA","","Mason","Skokomish-Dosewallips","Southwest Regional Office",6,35,"17110017000025",32.27,2/26/2012 12:00:00 AM,47.5258900009394,-123.3455,"Stream segment, can include riparian zone","+/- 40 ft (12 m)","GPS consumer unit or unknown (code phase)","",24,"N",5,"W",32,"SE","NW","",,"","","","","","","","","","WHM_BIO, WHM_BIO_P",8/9/2011 8:36:26 AM,36184208
"BIO06600-SEAB02","SEABECK CREEK","Stream or River","SEABECK CREEK AT SEABECK HOLLY HWY",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,35,"17110018000548",76.5088896325397,2/26/2012 12:00:00 AM,47.6281100009391,-122.83717,"Discrete monitoring point","+/- 20 ft (6 m)","GPS consumer unit or unknown (code phase)","Not Applicable",25,"N",1,"W",29,"SW","NW","",,"","","","","","","","","","WHM_BIO, WHM_BIO_P",1/25/2011 9:27:07 AM,82019553
"BIO06600-SLIT01","LITTLE RIVER, SOUTH BRANCH","Stream or River","LITTLE RIVER, SOUTH BRANCH AT BLACK DIAMOND WATER DISTRICT PUMPHOUSE",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000309",42.9108748908355,2/26/2012 12:00:00 AM,48.0519900009377,-123.50697,"Discrete monitoring point","+/- 10 ft (3 m)","GPS consumer unit or unknown (code phase)","Not Applicable",30,"N",7,"W",40,"NE","SE","",,"","","","","","","","","","WHM_BIO",1/25/2011 9:27:07 AM,4819749
"BIO06600-TUMW02","TUMWATER CREEK","Stream or River","TUMWATER CREEK",,"N","","","WA","","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000295",26.37479,3/13/2014 4:28:05 PM,48.09066229935,-123.473647855583,"Stream segment, can include riparian zone","+/- 40 ft (12 m)","GPS consumer unit or unknown (code phase)","",30,"N",6,"W",17,"SE","SW","",,"","","","","","","","","","WHM_BIO, WHM_BIO_P",4/15/2014 3:03:45 PM,100006415
"BLU009","BURLEY LAGOON UPLAND 9","Stream or River","Purdy creek at park and ride, just upstream of 144th street.",,"N","","","WA","","Pierce","Kitsap","Southwest Regional Office",6,26,"17110019000661",8.945,2/26/2012 12:00:00 AM,47.389244,-122.625032,"Discrete monitoring point","+/- 10 ft (3 m)","Computer map - GIS-based","",22,"N",1,"E",13,"SW","SW","",,"","","","","","","","","","G1100202, G1400587, PCSWQD",12/9/2011 8:03:30 AM,89371780
"BR1","BEAR CREEK (BR1)","Stream or River","AT INTERSECTION OF BETHEL BURLEY AND PIN",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.417796,-122.63055,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","1:24,000",22,"N",1,"E",12,"NW","NW","",,"","","","","","","","","","BEDI0004",2/3/1999 12:00:00 AM,5070830
"BR1.8","BEAR CREEK (BR1.8)","Stream or River","NEAR INTERSECTION OF MADRONA AND PINE RO",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.417812,-122.654359,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","1:24,000",22,"N",1,"E",3,"SE","SE","",,"","","","","","","","","","BEDI0004",2/3/1999 12:00:00 AM,8040830
"BR2","BEAR CREEK (BR2)","Stream or River","NEAR INTERSECTION OF MADRONA AND W. OAK",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.430477,-122.653822,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","1:24,000",22,"N",1,"E",3,"NE","NE","",,"","","","","","","","","","BEDI0004",2/3/1999 12:00:00 AM,9040830
"BRW-PORTANGELES","BRW-PORTANGELES","Marine","Strait of Juan De Fuca, five miles north of Dungeness Spit light",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"",,,48.22245,-123.404343,"Discrete monitoring point","+/- 100 ft (30 m)","GPS consumer unit or unknown (code phase)","Not Applicable",,"",,"",,"","","",,"","","","","","","","","","AJOH0057",2/1/2010 3:42:35 PM,89105361
"BUCKI11","BUCK (KITSAP) 1","Lake, Pond, or Reservoir","APPROX. DEEPEST PART OF LAKE USUALLY",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,23,"",,,47.90916,-122.5575,"Discrete monitoring point","+/- 250 ft (76 m)","GPS real time survey-grade (kinematic)","Not Applicable",28,"N",2,"E",21,"NW","","",130,"FT","Unknown","Unknown","Paper map interpolation","Mean sea level (MSL)","","","","","AMS002",1/1/1753 12:00:00 AM,8081160
"BUR","BURNS CREEK","Stream or River","ON BEACH JUST BELOW OYSTER BAY RD",,"N","","","WA","","THURSTON","Kennedy-Goldsborough","Southwest Regional Office",10,35,"17110019006848",0.001,2/26/2012 12:00:00 AM,47.1062354918,-123.04423783701,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","1:24,000",,"",,"",,"","","",,"","","","","","","","","","DBAT0002",7/17/2002 12:00:00 AM,1373071
"BURCUL","BURNS CREEK","Stream or River","BURNS CREEK AT CULVERT 10 M UPSTREAM FROM EIM STATION CODE BUR (BURNS CREEK NEAR MOUTH).",,"N","","","WA","","THURSTON","Kennedy-Goldsborough","Southwest Regional Office",10,35,"17110019006848",3.03088724657698,2/26/2012 12:00:00 AM,47.1060529607721,-123.044521474289,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","1:24,000",19,"N",3,"W",27,"","","",,"","","","","","","","","","DBAT0002",7/2/2003 12:00:00 AM,2061320
"C1","TRIB TO BURLEY CREEK (C1)","Stream or River","AT ROUTE 16 APPROX .5 MI N OF BURLEY OL",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.436608,-122.62238,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","1:24,000",23,"N",1,"E",36,"SW","NE","",,"","","","","","","","","","BEDI0004",2/3/1999 12:00:00 AM,140830
"CALD_STMWTR_S1I","BIORETENTION SWALE S1I","Source (industrial, agricultural, stormwater, or other discharge or lagoon)","INLET",,"N","","Poulsbo","WA","98370","KITSAP","Kitsap","Northwest Regional Office",6,23,"",,,47.7404472231684,-122.627825,"Discrete monitoring point","+/- 40 ft (12 m)","Computer map - GIS-based","Not Applicable",26,"N",1,"E",13,"SW","SW","",,"","","","","","","","","","G0700270",4/7/2009 1:38:22 PM,1663125
"CALD_STMWTR_S1O","BIORETENTION SWALE S1O","Source (industrial, agricultural, stormwater, or other discharge or lagoon)","OUTLET",,"N","","Poulsbo","WA","98370","KITSAP","Kitsap","Northwest Regional Office",6,23,"",,,47.7400694453906,-122.627825,"Discrete monitoring point","+/- 40 ft (12 m)","Computer map - GIS-based","Not Applicable",26,"N",1,"E",13,"SW","SW","",,"","","","","","","","","","G0700270",4/7/2009 1:38:22 PM,23630505
"CALD_STMWTR_S2I","BIOINFILTRATION SWALE S2I","Source (industrial, agricultural, stormwater, or other discharge or lagoon)","INLET",,"N","","Poulsbo","WA","98370","KITSAP","Kitsap","Northwest Regional Office",6,23,"",,,47.741902778724,-122.628033333333,"Discrete monitoring point","+/- 40 ft (12 m)","Computer map - GIS-based","Not Applicable",26,"N",1,"E",14,"SE","NE","",,"","","","","","","","","","G0700270",4/7/2009 1:38:22 PM,6353337
"CALD_STMWTR_S2O","BIOINFILTRATION SWALE S2O","Source (industrial, agricultural, stormwater, or other discharge or lagoon)","OUTLET",,"N","","Poulsbo","WA","98370","KITSAP","Kitsap","Northwest Regional Office",6,23,"",,,47.7431166676129,-122.628033333333,"Discrete monitoring point","+/- 40 ft (12 m)","Computer map - GIS-based","Not Applicable",26,"N",1,"E",14,"SE","NE","",,"","","","","","","","","","G0700270",4/7/2009 1:38:22 PM,97202834
"CALD_STMWTR_S3I","BIOSWALE S3I","Source (industrial, agricultural, stormwater, or other discharge or lagoon)","INLET",,"N","","Poulsbo","WA","98370","KITSAP","Kitsap","Northwest Regional Office",6,23,"",,,47.7370861120573,-122.627911111111,"Discrete monitoring point","+/- 40 ft (12 m)","Computer map - GIS-based","Not Applicable",26,"N",1,"E",23,"NW","NW","",,"","","","","","","","","","G0700270",4/7/2009 1:38:22 PM,61606647
"CALD_STMWTR_S3O","BIOSWALE S3O","Source (industrial, agricultural, stormwater, or other discharge or lagoon)","OUTLET",,"N","","Poulsbo","WA","98370","KITSAP","Kitsap","Northwest Regional Office",6,23,"",,,47.7366166676129,-122.627911111111,"Discrete monitoring point","+/- 40 ft (12 m)","Computer map - GIS-based","Not Applicable",26,"N",1,"E",23,"NW","NW","",,"","","","","","","","","","G0700270",4/7/2009 1:38:22 PM,65205375
"CASSALERY CR","CASSALERY CREEK","Stream or River","Cassalery Creek @ Jamestown Road, approx 1/2 mi below the Sunland WWTP.",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000297",14.1686354312265,2/26/2012 12:00:00 AM,48.126953,-123.100721,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","Not Applicable",30,"N",3,"W",5,"NW","NW","",,"","","","","","","","","","AJOH0043, CBRO0001",8/24/2006 3:05:51 PM,82861094
"CLRCAM","CLEAR CREEK","Stream or River","DEPTH 1 FT",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,23,"",,,47.661154,-122.682418,"Centroid of STR unit","+/- 100 ft (30 m)","Paper map interpolation","1:24,000",25,"N",1,"E",16,"NW","SE","",,"","","","","","","","","","WSPMP95T, WSPMP95W",10/14/1998 12:00:00 AM,9482061
"DCU002","DUTCHER COVE UPLAND 2","Stream or River","West side of Lackey Rd. between 64th St. Ct. and 68th St.; Across from 6519 Lackey Rd.",,"N","","","WA","","Pierce","Kitsap","Southwest Regional Office",6,26,"17110019013002",72.123,2/26/2012 12:00:00 AM,47.317134,-122.769572,"Discrete monitoring point","+/- 10 ft (3 m)","Computer map - GIS-based","",21,"N",1,"W",11,"SE","SW","",,"","","","","","","","","","G1100202, G1400587, PCSWQD",12/9/2011 8:03:31 AM,55837312
"DEER CREEK","DEER CREEK @ DEER CEEK ROAD","Stream or River","Sampling location upstream of Deer Creek Road bridge crossing",,"N","","","WA","","JEFFERSON","Quilcence-Snow","Southwest Regional Office",6,24,"",,,48.270604,-122.933285,"Unknown","+/- 40 ft (12 m)","Computer map - GIS-based","1:20,001 - 1:25,000",,"",,"",,"","","",,"","","","","","","","","","TAX91050",9/28/2006 3:08:17 PM,11693921
"DEVERAUX CR","DEVERAUX CREEK @ SR106 CULVERT","Stream or River","South of SR106 at culvert",,"N","","","WA","","MASON","Kennedy-Goldsborough","Southwest Regional Office",6,35,"17110018014666",9.4431356422948,2/26/2012 12:00:00 AM,47.4296503699063,-122.849510769488,"Discrete monitoring point","+/- 3 ft (1 m)","GPS consumer unit or unknown (code phase)","Unknown",22,"N",1,"W",6,"NE","","",,"","","","","","","","","","G0300126",5/16/2005 4:36:35 PM,73806864
"DONKEY4","DONKEY CREEK 1","Stream or River","Donkey Creek upstream of its confluence with North Creek",,"N","","","WA","","PIERCE","Kitsap","Southwest Regional Office",6,26,"17110019000688",77.7056316360469,2/26/2012 12:00:00 AM,47.3449,-122.60205,"Discrete monitoring point","+/- 40 ft (12 m)","GPS consumer unit or unknown (code phase)","Not Applicable",21,"N",2,"E",6,"NW","NE","",,"","","","","","","","","","SGOL009",11/25/2008 2:01:48 PM,32661400
"DONKEY5","DONKEY CREEK 2","Stream or River","Donkey Creek downstream of its confluence with North Creek",,"N","","","WA","","PIERCE","Kitsap","Southwest Regional Office",6,26,"17110019000688",67.5127139633927,2/26/2012 12:00:00 AM,47.344085,-122.600257,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","1:24,000",21,"N",2,"E",6,"NW","NE","",,"","","","","","","","","","SGOL009",11/25/2008 2:01:48 PM,88901027
"DUCKABUSH R","DUCKABUSH RIVER UPSTREAM OF SALTWATER","Stream or River","Approximately 1000 feet upstream of mouth in private community park",,"N","","","WA","","JEFFERSON","Skokomish-Dosewallips","Southwest Regional Office",6,24,"17110018000166",55.4437190874478,2/26/2012 12:00:00 AM,47.656047,-122.949252,"Discrete monitoring point","+/- 40 ft (12 m)","Unknown","Unknown",25,"N",2,"W",17,"SE","NE","",,"","","","","","","","","","G0300126",11/16/2006 9:49:27 AM,98740318
"EAGLE CR","EAGLE CR @ MOUTH","Stream or River","At mouth, downstream of SR 101 bridge",,"N","","","WA","","MASON","Skokomish-Dosewallips","Southwest Regional Office",6,35,"17110018000616",8.64839006104897,2/26/2012 12:00:00 AM,47.48512,-123.078268,"Discrete monitoring point","+/- 40 ft (12 m)","Unknown","Unknown",23,"N",3,"W",16,"SW","NW","",,"","","","","","","","","","G0300126",11/16/2006 9:49:26 AM,87823530
"EPA06600-DEWA01","DEWATTO RIVER","Stream or River","DEWATTO RIVER",,"N","","","WA","","Mason","Kitsap","Southwest Regional Office",6,35,"17110018000646",88.033,2/26/2012 12:00:00 AM,47.46906,-123.02571,"Discrete monitoring point","+/- 100 ft (30 m)","GPS high-end consumer unit (DGPS or WAAS enabled)","Not Applicable",23,"N",3,"W",23,"","","",,"","","","","","","","","","WHM_EPA",11/18/2010 2:09:10 PM,50697356
"EPA06600-DUCK01","DUCKABUSH RIVER","Stream or River","DUCKABUSH RIVER",,"N","","","WA","","Jefferson","Skokomish-Dosewallips","Southwest Regional Office",6,24,"17110018000168",54.994,2/26/2012 12:00:00 AM,47.68127,-123.02046,"Discrete monitoring point","+/- 100 ft (30 m)","GPS high-end consumer unit (DGPS or WAAS enabled)","Not Applicable",25,"N",3,"W",2,"SE","SW","",,"","","","","","","","","","WHM_EPA",11/18/2010 2:09:11 PM,16767045
"FBU002","FILUCY BAY UPLAND 2","Stream or River","Creek south side of Reeves Rd. large metal culvert.",,"N","","","WA","","Pierce","Kitsap","Southwest Regional Office",6,26,"17110019006631",17.877,2/26/2012 12:00:00 AM,47.226745,-122.751059,"Discrete monitoring point","+/- 10 ft (3 m)","Computer map - GIS-based","",20,"N",1,"W",13,"NW","NE","",,"","","","","","","","","","G0100121, G1100202, G1400587, PCSWQD",12/9/2011 8:03:33 AM,46533452
"FINCH CR DS","FINCH CR @ MOUTH, W OF SR 101","Stream or River","Upstream of SR 101 bridge crossing",,"N","","","WA","","MASON","Skokomish-Dosewallips","Southwest Regional Office",6,35,"17110018004439",2.22822452159577,2/16/2016 3:29:45 PM,47.406729,-123.140874,"Discrete monitoring point","+/- 40 ft (12 m)","Unknown","Unknown",22,"N",4,"W",12,"SW","SW","",,"","","","","","","","","","G0300126",11/16/2006 9:49:27 AM,15242178
"FINCH CR US","FINCH CR UPSTREAM OF DEVELOPMENT","Stream or River","Approximately two miles upstream of SR 101 bridge",,"N","","","WA","","MASON","Skokomish-Dosewallips","Southwest Regional Office",6,35,"17110018004439",11.9039429136694,2/16/2016 3:29:45 PM,47.405633,-123.148695,"Discrete monitoring point","+/- 40 ft (12 m)","Unknown","Unknown",22,"N",4,"W",11,"SE","","",,"","","","","","","","","","G0300126",11/16/2006 9:49:27 AM,4076830
"FLOPI11","FLORENCE (PIERCE) 1","Lake, Pond, or Reservoir","APPROX. DEEPEST PART OF LAKE USUALLY",,"N","","","WA","","PIERCE","Kitsap","Southwest Regional Office",10,28,"",,,47.16583,-122.68694,"Discrete monitoring point","+/- 250 ft (76 m)","GPS real time survey-grade (kinematic)","Not Applicable",19,"N",1,"E",4,"NW","SE","",197,"FT","Unknown","Unknown","Paper map interpolation","Mean sea level (MSL)","","","","","AMS002, AMS002B",1/1/1753 12:00:00 AM,7463160
"FULTON CR","FULTON CR ONE MILE UPSTREAM OF MOUTH","Stream or River","Approximately one mile upstream of SR 101 crossing",,"N","","","WA","","JEFFERSON","Skokomish-Dosewallips","Southwest Regional Office",6,24,"17110018000546",54.8890920186718,2/26/2012 12:00:00 AM,47.625883,-122.979063,"Discrete monitoring point","+/- 40 ft (12 m)","Unknown","Unknown",25,"N",2,"W",30,"SE","NW","",,"","","","","","","","","","G0300126",11/16/2006 9:49:27 AM,87314784
"H1","HUGE CREEK (H1)","Stream or River","NEAR 144TH STREET NW",,"N","","","WA","","PIERCE","Kitsap","Southwest Regional Office",6,26,"",,,47.388562,-122.698664,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","1:24,000",22,"N",1,"E",20,"NE","NE","",,"","","","","","","","","","BEDI0004",2/3/1999 12:00:00 AM,1140830
"H2","HUGE CREEK (H2)","Stream or River","AT SW COUNTY LINE ROAD",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,35,"",,,47.403574,-122.706981,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","1:24,000",22,"N",1,"E",8,"SW","SE","",,"","","","","","","","","","BEDI0004",2/3/1999 12:00:00 AM,2140830
"HAPPY HOLLOW CR","HAPPY HOLLOW CREEK @ MOUTH","Stream or River","South side of SR 106, approximately 50 feet upstream of culvert.",,"N","","","WA","","MASON","Kennedy-Goldsborough","Southwest Regional Office",6,35,"17110018014644",6.91502764740922,2/26/2012 12:00:00 AM,47.3877404535197,-122.917196493405,"Discrete monitoring point","+/- 3 ft (1 m)","GPS consumer unit or unknown (code phase)","Unknown",22,"N",2,"W",22,"NE","NW","",,"","","","","","","","","","G0300126",5/16/2005 4:36:35 PM,28497258
"HOLYOKE CR","HOLYOKE CREEK, SOUTH OF SR106","Stream or River","Upstream of saltwater influence at second upstream property.",,"N","","","WA","","MASON","Kennedy-Goldsborough","Southwest Regional Office",6,35,"17110018014667",7.75739251431371,2/26/2012 12:00:00 AM,47.4049684433098,-122.88654515343,"Discrete monitoring point","+/- 3 ft (1 m)","GPS consumer unit or unknown (code phase)","Unknown",22,"N",2,"W",12,"SW","SW","",,"","","","","","","","","","G0300126",5/16/2005 4:36:35 PM,26254921
"HUNTER","HUNTER CR AT W SKOK VALLEY RD BRIDGE","Stream or River","HUNTER CR AT W SKOK VALLEY RD BRIDGE",,"N","","","WA","","MASON","Skokomish-Dosewallips","Southwest Regional Office",6,35,"",,,47.312868302611,-123.203931816291,"stream center","+/- 100 ft (30 m)","Computer map - GIS-based","1:24,000",21,"N",4,"W",16,"NW","","",,"","","","","","","","","","KESE0004",1/1/1753 12:00:00 AM,5300760
"IKES","IKES CR NEAR STA SKOKCHIC","Stream or River","IKES CR NEAR STA SKOKCHIC",,"N","","","WA","","MASON","Skokomish-Dosewallips","Southwest Regional Office",6,35,"",,,47.3140479637452,-123.142852139506,"stream center","+/- 100 ft (30 m)","Computer map - GIS-based","1:24,000",21,"N",4,"W",13,"NW","NW","",,"","","","","","","","","","KESE0004",1/1/1753 12:00:00 AM,7535870
"JORSTED CR","JORSTED CREEK UPSTREAM OF MOUTH","Stream or River","Approximately 0.5 miles from mouth",,"N","","","WA","","MASON","Skokomish-Dosewallips","Southwest Regional Office",6,35,"17110018004457",1.50390940662152,2/26/2012 12:00:00 AM,47.525767,-123.050933,"Discrete monitoring point","+/- 40 ft (12 m)","Unknown","Unknown",24,"N",3,"W",34,"SW","NE","",,"","","","","","","","","","G0300126",11/16/2006 9:49:26 AM,89372851
"KCM-KSBP01","PUGET SOUND - KSBP01","Subtidal","Puget Sound",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,23,"",,,47.7439595205695,-122.428168981093,"Discrete monitoring point","Unknown","GPS consumer unit or unknown (code phase)","Not Applicable",,"",,"",,"","","",,"","","","","","","","","","KC_Rec_Water_Char, KCmar-1",6/27/2007 2:18:36 PM,50081565
"KCM-MSJN02","VASHON OUTFALL - MSJN02","Subtidal","VASHON OUTFALL -NEW",,"N","","","WA","","KING","Kitsap","Northwest Regional Office",7,34,"",,,47.4529223704922,-122.433331952114,"Discrete monitoring point","Unknown","GPS consumer unit or unknown (code phase)","Not Applicable",,"",,"",,"","","",,"","","","","","","","","","KCmar-1",6/27/2007 2:18:34 PM,31834311
"KCM-MSWH01","QUARTER MASTER HARBOR YACHT CLUB DOCK","Subtidal","QUARTER MASTER HARBOR YACHT CLUB DOCK - VASHON ISLAND",,"N","","","WA","","KING","Kitsap","Northwest Regional Office",7,34,"",,,47.3923436342491,-122.463966946503,"Discrete monitoring point","Unknown","GPS consumer unit or unknown (code phase)","Not Applicable",,"",,"",,"","","",,"","","","","","","","","","KCmar-1",6/27/2007 2:18:35 PM,54636846
"KCM-NSAJ02","DOCKTON PARK PIER, MAURY ISLAND - NSAJ02","Subtidal","DOCKTON PARK PIER - MAURY ISLAND",,"N","","","WA","","KING","Kitsap","Northwest Regional Office",7,34,"",,,47.3761110087407,-122.457221981179,"Discrete monitoring point","Unknown","GPS consumer unit or unknown (code phase)","Not Applicable",,"",,"",,"","","",,"","","","","","","","","","KCmar-1",6/27/2007 2:18:35 PM,6112107
"KCM-VA12A","VASHON - VA12A","Stream or River","SHINGLEMILL CREEK DOWNSTREAM OF SW CEDARHURST RD, AT GAGE",,"N","","","WA","","King","Kitsap","Northwest Regional Office",7,34,"17110019000638",7.94,2/26/2012 12:00:00 AM,47.4782986555347,-122.481736568236,"Discrete monitoring point","+/- 3 ft (1 m)","GPS consumer unit or unknown (code phase)","",23,"N",2,"E",13,"SE","SE","",,"","","","","","","","","","KCstrm-1",9/23/2011 10:17:00 AM,48023465
"KCM-VA23A","VASHON - VA23A","Stream or River","CHRISTENSEN - WQ SITE",,"N","","","WA","","King","Kitsap","Northwest Regional Office",7,34,"17110019000662",7.54515,2/26/2012 12:00:00 AM,47.4029525271201,-122.517611560961,"Discrete monitoring point","+/- 3 ft (1 m)","GPS consumer unit or unknown (code phase)","",22,"N",2,"E",14,"NW","NE","",,"","","","","","","","","","KCstrm-1",7/19/2013 11:58:57 AM,50489242
"KCM-VA37A","VASHON - VA37A","Stream or River","TAHLEQUAH - WQ",,"N","","","WA","","King","Kitsap","Northwest Regional Office",7,34,"17110019000690",5.40796,2/26/2012 12:00:00 AM,47.3345767094966,-122.508601117667,"Discrete monitoring point","+/- 3 ft (1 m)","GPS consumer unit or unknown (code phase)","",21,"N",2,"E",2,"SE","","",,"","","","","","","","","","KCstrm-1",7/19/2013 11:59:03 AM,51349941
"KCM-VA41A","VASHON - VA41A","Stream or River","FISHER CREEK UPSTREAM OF VASHON HWY, AT GAGE",,"N","","","WA","","King","Kitsap","Northwest Regional Office",7,34,"17110019013099",16.78,2/26/2012 12:00:00 AM,47.3839886788595,-122.48138607864,"Discrete monitoring point","+/- 3 ft (1 m)","GPS consumer unit or unknown (code phase)","",22,"N",3,"E",19,"NW","SW","",,"","","","","","","","","","KCstrm-1",9/23/2011 10:17:01 AM,15367126
"KCM-VA42A","VASHON - VA42A","Stream or River","JUDD CREEK AT SW 225TH ST, AT GAGE",,"N","","","WA","","King","Kitsap","Northwest Regional Office",7,34,"17110019000655",7.14,2/26/2012 12:00:00 AM,47.4032847506784,-122.468714903413,"Discrete monitoring point","+/- 3 ft (1 m)","GPS consumer unit or unknown (code phase)","",22,"N",3,"E",18,"NE","NW","",,"","","","","","","","","","KCstrm-1",9/23/2011 10:17:02 AM,86186237
"KCM-VA45A","VASHON - VA45A","Stream or River","MILETA CREEK - WQ SITE",,"N","","","WA","","King","Kitsap","Northwest Regional Office",7,34,"17110019000672",17.18,2/26/2012 12:00:00 AM,47.388394878895,-122.427754550413,"Discrete monitoring point","+/- 3 ft (1 m)","GPS consumer unit or unknown (code phase)","",22,"N",3,"E",21,"NW","NE","",,"","","","","","","","","","KCstrm-1",9/23/2011 10:17:03 AM,11168725
"KCM-VA65A","VASHON - VA65A","Stream or River","GORSUCH CREEK NEAR MOUTH",,"N","","","WA","","King","Kitsap","Northwest Regional Office",7,34,"17110019006205",5.81,2/26/2012 12:00:00 AM,47.4536342848335,-122.444641170785,"Discrete monitoring point","+/- 3 ft (1 m)","GPS consumer unit or unknown (code phase)","",23,"N",3,"E",29,"SE","NW","",,"","","","","","","","","","KCstrm-1",9/23/2011 10:17:04 AM,72424291
"KITKI11","KITSAP (KITSAP) 1","Lake, Pond, or Reservoir","APPROX. DEEPEST PART OF LAKE USUALLY",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,35,"",,,47.57972,-122.70944,"Discrete monitoring point","+/- 250 ft (76 m)","GPS real time survey-grade (kinematic)","Not Applicable",24,"N",1,"E",8,"SW","SE","",156,"FT","Unknown","Unknown","Paper map interpolation","Mean sea level (MSL)","","","","","AMS002",1/1/1753 12:00:00 AM,5540462
"KND","KENNEDY CREEK","Stream or River","ABOUT 125M UPSTREAM FROM OLD PACIFIC HIGHWAY BRIDGE",,"N","","","WA","","MASON","Kennedy-Goldsborough","Southwest Regional Office",6,35,"17110019000219",11.3994696829355,2/26/2012 12:00:00 AM,47.0950184076191,-123.090857193027,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","1:24,000",19,"N",3,"W",32,"NW","","",,"","","","","","","","","","DBAT0002",7/17/2002 12:00:00 AM,7333071
"LANDERWQ","Little Anderson","Stream or River","Kitsap Basin ~1 mile on NW Anderson Hill Rd.to bridge over Little Anderson Creek.",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,35,"17110018000527",66.0256432313951,2/26/2012 12:00:00 AM,47.6604163868315,-122.755462445848,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","1:100,000",25,"N",1,"W",13,"NW","SW","",,"","","","","","","","","","IWM",3/1/2004 9:04:25 AM,36454115
"LILLIWAUP CR","LILLIWAUP CR ONE MILE UPSTREAM OF MOUTH","Stream or River","Second Bridge crossing approximately one mile upstream of mouth",,"N","","","WA","","MASON","Skokomish-Dosewallips","Southwest Regional Office",6,35,"17110018000633",11.7142364936761,2/26/2012 12:00:00 AM,47.470379,-123.116752,"Discrete monitoring point","+/- 40 ft (12 m)","Unknown","Unknown",23,"N",3,"W",19,"NW","SE","",,"","","","","","","","","","G0300126",11/16/2006 9:49:26 AM,8284516
"LM1","LITTLE MINTER CREEK (LM1)","Stream or River","NEAR 118TH AVE  ROUTE 302",,"N","","","WA","","PIERCE","Kitsap","Southwest Regional Office",6,26,"",,,47.381261,-122.69553,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","1:24,000",22,"N",1,"E",20,"SE","NE","",,"","","","","","","","","","BEDI0004",2/3/1999 12:00:00 AM,3140830
